tijdstip,locatie,component,waarde,LKI
2016-12-31 06:00:00+01:00,Amsterdam-Vondelpark,NO2,40.2,4
2016-12-31 06:00:00+01:00,Amsterdam-Vondelpark,PM25,20.7,4
2016-12-31 06:00:00+01:00,Amsterdam-Vondelpark,PM10,25.6,3
2016-12-31 06:00:00+01:00,Amsterdam-Vondelpark,FN,1.09,2
2016-12-31 06:00:00+01:00,Amsterdam-Vondelpark,O3,2.2,1
2016-12-31 06:00:00+01:00,Amsterdam-Vondelpark,NO,3.3,1
2016-12-31 06:00:00+01:00,Amsterdam-Vondelpark,CO,421.6,2
2016-12-31 07:00:00+01:00,Amsterdam-Vondelpark,NO2,37.2,4
2016-12-31 07:00:00+01:00,Amsterdam-Vondelpark,PM25,19.4,3
2016-12-31 07:00:00+01:00,Amsterdam-Vondelpark,PM10,27.8,3
2016-12-31 07:00:00+01:00,Amsterdam-Vondelpark,FN,1.06,2
2016-12-31 07:00:00+01:00,Amsterdam-Vondelpark,O3,3.4,1
2016-12-31 07:00:00+01:00,Amsterdam-Vondelpark,NO,2.2,1
2016-12-31 07:00:00+01:00,Amsterdam-Vondelpark,CO,396.4,2
2016-12-31 08:00:00+01:00,Amsterdam-Vondelpark,CO,445.9,2
2016-12-31 08:00:00+01:00,Amsterdam-Vondelpark,NO2,45.4,5
2016-12-31 08:00:00+01:00,Amsterdam-Vondelpark,PM25,20.8,4
2016-12-31 08:00:00+01:00,Amsterdam-Vondelpark,PM10,18.8,2
2016-12-31 08:00:00+01:00,Amsterdam-Vondelpark,FN,1.48,2
2016-12-31 08:00:00+01:00,Amsterdam-Vondelpark,O3,0.8,1
2016-12-31 08:00:00+01:00,Amsterdam-Vondelpark,NO,10.0,2
2016-12-31 09:00:00+01:00,Amsterdam-Vondelpark,NO2,47.0,5
2016-12-31 09:00:00+01:00,Amsterdam-Vondelpark,PM25,17.1,3
2016-12-31 09:00:00+01:00,Amsterdam-Vondelpark,PM10,23.4,3
2016-12-31 09:00:00+01:00,Amsterdam-Vondelpark,FN,1.51,2
2016-12-31 09:00:00+01:00,Amsterdam-Vondelpark,O3,0.9,1
2016-12-31 09:00:00+01:00,Amsterdam-Vondelpark,NO,13.7,2
2016-12-31 09:00:00+01:00,Amsterdam-Vondelpark,CO,497.1,2
2016-12-31 10:00:00+01:00,Amsterdam-Vondelpark,NO2,45.3,5
2016-12-31 10:00:00+01:00,Amsterdam-Vondelpark,PM25,17.2,3
2016-12-31 10:00:00+01:00,Amsterdam-Vondelpark,PM10,26.7,3
2016-12-31 10:00:00+01:00,Amsterdam-Vondelpark,FN,1.35,2
2016-12-31 10:00:00+01:00,Amsterdam-Vondelpark,O3,2.1,1
2016-12-31 10:00:00+01:00,Amsterdam-Vondelpark,NO,14.1,2
2016-12-31 10:00:00+01:00,Amsterdam-Vondelpark,CO,480.4,2
2016-12-31 11:00:00+01:00,Amsterdam-Vondelpark,NO2,43.9,4
2016-12-31 11:00:00+01:00,Amsterdam-Vondelpark,PM25,23.3,4
2016-12-31 11:00:00+01:00,Amsterdam-Vondelpark,PM10,19.1,2
2016-12-31 11:00:00+01:00,Amsterdam-Vondelpark,FN,1.36,2
2016-12-31 11:00:00+01:00,Amsterdam-Vondelpark,O3,3.4,1
2016-12-31 11:00:00+01:00,Amsterdam-Vondelpark,NO,18.0,2
2016-12-31 11:00:00+01:00,Amsterdam-Vondelpark,CO,493.8,2
2016-12-31 12:00:00+01:00,Amsterdam-Vondelpark,O3,4.1,1
2016-12-31 12:00:00+01:00,Amsterdam-Vondelpark,NO2,40.6,4
2016-12-31 12:00:00+01:00,Amsterdam-Vondelpark,PM25,23.8,4
2016-12-31 12:00:00+01:00,Amsterdam-Vondelpark,PM10,27.5,3
2016-12-31 12:00:00+01:00,Amsterdam-Vondelpark,FN,1.53,2
2016-12-31 12:00:00+01:00,Amsterdam-Vondelpark,NO,20.7,2
2016-12-31 12:00:00+01:00,Amsterdam-Vondelpark,CO,499.1,2
2016-12-31 13:00:00+01:00,Amsterdam-Vondelpark,NO2,37.6,4
2016-12-31 13:00:00+01:00,Amsterdam-Vondelpark,PM25,25.3,4
2016-12-31 13:00:00+01:00,Amsterdam-Vondelpark,PM10,28.8,3
2016-12-31 13:00:00+01:00,Amsterdam-Vondelpark,FN,1.66,2
2016-12-31 13:00:00+01:00,Amsterdam-Vondelpark,O3,5.1,1
2016-12-31 13:00:00+01:00,Amsterdam-Vondelpark,NO,19.9,2
2016-12-31 13:00:00+01:00,Amsterdam-Vondelpark,CO,491.1,2
2016-12-31 14:00:00+01:00,Amsterdam-Vondelpark,PM25,34.6,5
2016-12-31 14:00:00+01:00,Amsterdam-Vondelpark,NO2,40.6,4
2016-12-31 14:00:00+01:00,Amsterdam-Vondelpark,PM10,40.7,4
2016-12-31 14:00:00+01:00,Amsterdam-Vondelpark,FN,1.83,2
2016-12-31 14:00:00+01:00,Amsterdam-Vondelpark,O3,4.2,1
2016-12-31 14:00:00+01:00,Amsterdam-Vondelpark,NO,20.4,2
2016-12-31 14:00:00+01:00,Amsterdam-Vondelpark,CO,508.6,3
2016-12-31 15:00:00+01:00,Amsterdam-Vondelpark,NO2,41.7,4
2016-12-31 15:00:00+01:00,Amsterdam-Vondelpark,PM25,38.5,5
2016-12-31 15:00:00+01:00,Amsterdam-Vondelpark,PM10,45.1,5
2016-12-31 15:00:00+01:00,Amsterdam-Vondelpark,FN,2.14,2
2016-12-31 15:00:00+01:00,Amsterdam-Vondelpark,O3,3.4,1
2016-12-31 15:00:00+01:00,Amsterdam-Vondelpark,NO,19.9,2
2016-12-31 15:00:00+01:00,Amsterdam-Vondelpark,CO,509.4,3
2016-12-31 16:00:00+01:00,Amsterdam-Vondelpark,PM25,43.4,6
2016-12-31 16:00:00+01:00,Amsterdam-Vondelpark,NO2,43.3,4
2016-12-31 16:00:00+01:00,Amsterdam-Vondelpark,PM10,47.9,5
2016-12-31 16:00:00+01:00,Amsterdam-Vondelpark,FN,2.07,2
2016-12-31 16:00:00+01:00,Amsterdam-Vondelpark,O3,2.9,1
2016-12-31 16:00:00+01:00,Amsterdam-Vondelpark,NO,16.6,2
2016-12-31 16:00:00+01:00,Amsterdam-Vondelpark,CO,495.7,2
2016-12-31 17:00:00+01:00,Amsterdam-Vondelpark,NO,10.5,2
2016-12-31 17:00:00+01:00,Amsterdam-Vondelpark,NO2,47.6,5
2016-12-31 17:00:00+01:00,Amsterdam-Vondelpark,PM25,37.3,5
2016-12-31 17:00:00+01:00,Amsterdam-Vondelpark,PM10,50.2,5
2016-12-31 17:00:00+01:00,Amsterdam-Vondelpark,FN,2.08,2
2016-12-31 17:00:00+01:00,Amsterdam-Vondelpark,O3,2.1,1
2016-12-31 17:00:00+01:00,Amsterdam-Vondelpark,CO,456.9,2
2016-12-31 18:00:00+01:00,Amsterdam-Vondelpark,NO2,48.6,5
2016-12-31 18:00:00+01:00,Amsterdam-Vondelpark,PM25,35.9,5
2016-12-31 18:00:00+01:00,Amsterdam-Vondelpark,PM10,45.9,5
2016-12-31 18:00:00+01:00,Amsterdam-Vondelpark,FN,2.7,2
2016-12-31 18:00:00+01:00,Amsterdam-Vondelpark,O3,1.2,1
2016-12-31 18:00:00+01:00,Amsterdam-Vondelpark,NO,6.8,1
2016-12-31 18:00:00+01:00,Amsterdam-Vondelpark,CO,435.3,2
2016-12-31 19:00:00+01:00,Amsterdam-Vondelpark,NO2,48.2,5
2016-12-31 19:00:00+01:00,Amsterdam-Vondelpark,PM25,52.6,7
2016-12-31 19:00:00+01:00,Amsterdam-Vondelpark,PM10,57.0,5
2016-12-31 19:00:00+01:00,Amsterdam-Vondelpark,FN,2.56,2
2016-12-31 19:00:00+01:00,Amsterdam-Vondelpark,O3,0.9,1
2016-12-31 19:00:00+01:00,Amsterdam-Vondelpark,NO,9.0,1
2016-12-31 19:00:00+01:00,Amsterdam-Vondelpark,CO,447.7,2
2016-12-31 20:00:00+01:00,Amsterdam-Vondelpark,CO,495.0,2
2016-12-31 20:00:00+01:00,Amsterdam-Vondelpark,NO2,47.0,5
2016-12-31 20:00:00+01:00,Amsterdam-Vondelpark,PM25,53.3,7
2016-12-31 20:00:00+01:00,Amsterdam-Vondelpark,PM10,53.2,5
2016-12-31 20:00:00+01:00,Amsterdam-Vondelpark,FN,2.89,2
2016-12-31 20:00:00+01:00,Amsterdam-Vondelpark,O3,0.9,1
2016-12-31 20:00:00+01:00,Amsterdam-Vondelpark,NO,12.0,2
2016-12-31 21:00:00+01:00,Amsterdam-Vondelpark,NO2,46.8,5
2016-12-31 21:00:00+01:00,Amsterdam-Vondelpark,PM25,55.1,7
2016-12-31 21:00:00+01:00,Amsterdam-Vondelpark,PM10,57.1,5
2016-12-31 21:00:00+01:00,Amsterdam-Vondelpark,FN,2.76,2
2016-12-31 21:00:00+01:00,Amsterdam-Vondelpark,O3,0.9,1
2016-12-31 21:00:00+01:00,Amsterdam-Vondelpark,NO,12.7,2
2016-12-31 21:00:00+01:00,Amsterdam-Vondelpark,CO,540.3,3
2016-12-31 22:00:00+01:00,Amsterdam-Vondelpark,O3,1.0,1
2016-12-31 22:00:00+01:00,Amsterdam-Vondelpark,NO2,46.7,5
2016-12-31 22:00:00+01:00,Amsterdam-Vondelpark,PM25,61.8,7
2016-12-31 22:00:00+01:00,Amsterdam-Vondelpark,PM10,69.2,6
2016-12-31 22:00:00+01:00,Amsterdam-Vondelpark,FN,3.08,3
2016-12-31 22:00:00+01:00,Amsterdam-Vondelpark,NO,13.3,2
2016-12-31 22:00:00+01:00,Amsterdam-Vondelpark,CO,571.8,3
2016-12-31 23:00:00+01:00,Amsterdam-Vondelpark,NO2,44.8,4
2016-12-31 23:00:00+01:00,Amsterdam-Vondelpark,PM25,53.4,7
2016-12-31 23:00:00+01:00,Amsterdam-Vondelpark,FN,2.96,2
2016-12-31 23:00:00+01:00,Amsterdam-Vondelpark,NO,7.0,1
2016-12-31 23:00:00+01:00,Amsterdam-Vondelpark,CO,521.5,3
2016-12-31 23:00:00+01:00,Amsterdam-Vondelpark,PM10,53.8,5
2016-12-31 23:00:00+01:00,Amsterdam-Vondelpark,O3,1.2,1
2017-01-01 00:00:00+01:00,Amsterdam-Vondelpark,NO2,44.7,4
2017-01-01 00:00:00+01:00,Amsterdam-Vondelpark,PM25,56.1,7
2017-01-01 00:00:00+01:00,Amsterdam-Vondelpark,PM10,66.1,6
2017-01-01 00:00:00+01:00,Amsterdam-Vondelpark,FN,2.94,2
2017-01-01 00:00:00+01:00,Amsterdam-Vondelpark,O3,1.1,1
2017-01-01 00:00:00+01:00,Amsterdam-Vondelpark,NO,6.9,1
2017-01-01 00:00:00+01:00,Amsterdam-Vondelpark,CO,522.0,3
2017-01-01 01:00:00+01:00,Amsterdam-Vondelpark,NO2,44.1,4
2017-01-01 01:00:00+01:00,Amsterdam-Vondelpark,PM25,172.7,11
2017-01-01 01:00:00+01:00,Amsterdam-Vondelpark,PM10,182.8,10
2017-01-01 01:00:00+01:00,Amsterdam-Vondelpark,FN,5.05,4
2017-01-01 01:00:00+01:00,Amsterdam-Vondelpark,O3,1.2,1
2017-01-01 01:00:00+01:00,Amsterdam-Vondelpark,NO,16.0,2
2017-01-01 01:00:00+01:00,Amsterdam-Vondelpark,CO,595.7,3
2017-01-01 02:00:00+01:00,Amsterdam-Vondelpark,NO2,41.9,4
2017-01-01 02:00:00+01:00,Amsterdam-Vondelpark,PM25,156.1,11
2017-01-01 02:00:00+01:00,Amsterdam-Vondelpark,PM10,173.9,10
2017-01-01 02:00:00+01:00,Amsterdam-Vondelpark,FN,6.08,5
2017-01-01 02:00:00+01:00,Amsterdam-Vondelpark,O3,1.5,1
2017-01-01 02:00:00+01:00,Amsterdam-Vondelpark,NO,19.0,2
2017-01-01 02:00:00+01:00,Amsterdam-Vondelpark,CO,640.5,3
2017-01-01 03:00:00+01:00,Amsterdam-Vondelpark,PM10,253.4,11
2017-01-01 03:00:00+01:00,Amsterdam-Vondelpark,NO2,41.1,4
2017-01-01 03:00:00+01:00,Amsterdam-Vondelpark,PM25,231.3,11
2017-01-01 03:00:00+01:00,Amsterdam-Vondelpark,FN,7.41,5
2017-01-01 03:00:00+01:00,Amsterdam-Vondelpark,O3,1.7,1
2017-01-01 03:00:00+01:00,Amsterdam-Vondelpark,NO,21.8,2
2017-01-01 03:00:00+01:00,Amsterdam-Vondelpark,CO,659.6,3
2017-01-01 04:00:00+01:00,Amsterdam-Vondelpark,O3,1.3,1
2017-01-01 04:00:00+01:00,Amsterdam-Vondelpark,NO2,41.4,4
2017-01-01 04:00:00+01:00,Amsterdam-Vondelpark,PM25,104.3,10
2017-01-01 04:00:00+01:00,Amsterdam-Vondelpark,PM10,119.8,8
2017-01-01 04:00:00+01:00,Amsterdam-Vondelpark,FN,4.96,4
2017-01-01 04:00:00+01:00,Amsterdam-Vondelpark,NO,11.6,2
2017-01-01 04:00:00+01:00,Amsterdam-Vondelpark,CO,576.1,3
2017-01-01 05:00:00+01:00,Amsterdam-Vondelpark,NO,3.2,1
2017-01-01 05:00:00+01:00,Amsterdam-Vondelpark,NO2,38.9,4
2017-01-01 05:00:00+01:00,Amsterdam-Vondelpark,PM25,61.8,7
2017-01-01 05:00:00+01:00,Amsterdam-Vondelpark,PM10,73.9,6
2017-01-01 05:00:00+01:00,Amsterdam-Vondelpark,FN,3.35,3
2017-01-01 05:00:00+01:00,Amsterdam-Vondelpark,O3,1.8,1
2017-01-01 05:00:00+01:00,Amsterdam-Vondelpark,CO,475.9,2
2017-01-01 06:00:00+01:00,Amsterdam-Vondelpark,NO2,37.9,4
2017-01-01 06:00:00+01:00,Amsterdam-Vondelpark,PM25,47.3,6
2017-01-01 06:00:00+01:00,Amsterdam-Vondelpark,PM10,52.3,5
2017-01-01 06:00:00+01:00,Amsterdam-Vondelpark,FN,2.25,2
2017-01-01 06:00:00+01:00,Amsterdam-Vondelpark,O3,2.6,1
2017-01-01 06:00:00+01:00,Amsterdam-Vondelpark,NO,2.7,1
2017-01-01 06:00:00+01:00,Amsterdam-Vondelpark,CO,481.6,2
2017-01-01 07:00:00+01:00,Amsterdam-Vondelpark,NO,2.1,1
2017-01-01 07:00:00+01:00,Amsterdam-Vondelpark,NO2,36.9,4
2017-01-01 07:00:00+01:00,Amsterdam-Vondelpark,PM25,41.9,6
2017-01-01 07:00:00+01:00,Amsterdam-Vondelpark,PM10,48.0,5
2017-01-01 07:00:00+01:00,Amsterdam-Vondelpark,FN,1.66,2
2017-01-01 07:00:00+01:00,Amsterdam-Vondelpark,O3,3.0,1
2017-01-01 07:00:00+01:00,Amsterdam-Vondelpark,CO,498.3,2
2017-01-01 08:00:00+01:00,Amsterdam-Vondelpark,NO2,33.9,4
2017-01-01 08:00:00+01:00,Amsterdam-Vondelpark,PM25,33.6,5
2017-01-01 08:00:00+01:00,Amsterdam-Vondelpark,PM10,37.0,4
2017-01-01 08:00:00+01:00,Amsterdam-Vondelpark,FN,1.16,2
2017-01-01 08:00:00+01:00,Amsterdam-Vondelpark,O3,7.6,1
2017-01-01 08:00:00+01:00,Amsterdam-Vondelpark,NO,1.3,1
2017-01-01 08:00:00+01:00,Amsterdam-Vondelpark,CO,460.6,2
2017-01-01 09:00:00+01:00,Amsterdam-Vondelpark,NO2,29.9,3
2017-01-01 09:00:00+01:00,Amsterdam-Vondelpark,PM25,36.4,5
2017-01-01 09:00:00+01:00,Amsterdam-Vondelpark,PM10,30.8,4
2017-01-01 09:00:00+01:00,Amsterdam-Vondelpark,FN,1.04,2
2017-01-01 09:00:00+01:00,Amsterdam-Vondelpark,O3,9.6,1
2017-01-01 09:00:00+01:00,Amsterdam-Vondelpark,NO,0.9,1
2017-01-01 09:00:00+01:00,Amsterdam-Vondelpark,CO,426.5,2
2017-01-01 10:00:00+01:00,Amsterdam-Vondelpark,NO2,27.3,3
2017-01-01 10:00:00+01:00,Amsterdam-Vondelpark,PM25,33.0,5
2017-01-01 10:00:00+01:00,Amsterdam-Vondelpark,PM10,34.2,4
2017-01-01 10:00:00+01:00,Amsterdam-Vondelpark,FN,0.92,1
2017-01-01 10:00:00+01:00,Amsterdam-Vondelpark,O3,12.7,1
2017-01-01 10:00:00+01:00,Amsterdam-Vondelpark,NO,1.5,1
2017-01-01 10:00:00+01:00,Amsterdam-Vondelpark,CO,442.4,2
2017-01-01 11:00:00+01:00,Amsterdam-Vondelpark,NO2,26.0,3
2017-01-01 11:00:00+01:00,Amsterdam-Vondelpark,PM25,35.2,5
2017-01-01 11:00:00+01:00,Amsterdam-Vondelpark,PM10,30.9,4
2017-01-01 11:00:00+01:00,Amsterdam-Vondelpark,FN,0.52,1
2017-01-01 11:00:00+01:00,Amsterdam-Vondelpark,O3,15.2,2
2017-01-01 11:00:00+01:00,Amsterdam-Vondelpark,NO,2.8,1
2017-01-01 11:00:00+01:00,Amsterdam-Vondelpark,CO,409.6,2
2017-01-01 12:00:00+01:00,Amsterdam-Vondelpark,PM10,36.8,4
2017-01-01 12:00:00+01:00,Amsterdam-Vondelpark,NO2,29.3,3
2017-01-01 12:00:00+01:00,Amsterdam-Vondelpark,PM25,32.6,5
2017-01-01 12:00:00+01:00,Amsterdam-Vondelpark,FN,1.46,2
2017-01-01 12:00:00+01:00,Amsterdam-Vondelpark,O3,12.9,1
2017-01-01 12:00:00+01:00,Amsterdam-Vondelpark,NO,5.2,1
2017-01-01 12:00:00+01:00,Amsterdam-Vondelpark,CO,446.1,2
2017-01-01 13:00:00+01:00,Amsterdam-Vondelpark,NO2,28.8,3
2017-01-01 13:00:00+01:00,Amsterdam-Vondelpark,PM25,33.7,5
2017-01-01 13:00:00+01:00,Amsterdam-Vondelpark,PM10,36.6,4
2017-01-01 13:00:00+01:00,Amsterdam-Vondelpark,FN,1.07,2
2017-01-01 13:00:00+01:00,Amsterdam-Vondelpark,O3,14.6,1
2017-01-01 13:00:00+01:00,Amsterdam-Vondelpark,NO,4.2,1
2017-01-01 13:00:00+01:00,Amsterdam-Vondelpark,CO,459.4,2
2017-01-01 14:00:00+01:00,Amsterdam-Vondelpark,PM10,32.5,4
2017-01-01 14:00:00+01:00,Amsterdam-Vondelpark,NO2,29.3,3
2017-01-01 14:00:00+01:00,Amsterdam-Vondelpark,PM25,31.1,5
2017-01-01 14:00:00+01:00,Amsterdam-Vondelpark,FN,1.06,2
2017-01-01 14:00:00+01:00,Amsterdam-Vondelpark,O3,15.8,2
2017-01-01 14:00:00+01:00,Amsterdam-Vondelpark,NO,3.5,1
2017-01-01 14:00:00+01:00,Amsterdam-Vondelpark,CO,497.1,2
2017-01-01 15:00:00+01:00,Amsterdam-Vondelpark,NO2,25.5,3
2017-01-01 15:00:00+01:00,Amsterdam-Vondelpark,PM25,23.9,4
2017-01-01 15:00:00+01:00,Amsterdam-Vondelpark,PM10,25.0,3
2017-01-01 15:00:00+01:00,Amsterdam-Vondelpark,FN,1.04,2
2017-01-01 15:00:00+01:00,Amsterdam-Vondelpark,O3,18.1,2
2017-01-01 15:00:00+01:00,Amsterdam-Vondelpark,NO,2.7,1
2017-01-01 15:00:00+01:00,Amsterdam-Vondelpark,CO,397.1,2
2017-01-01 16:00:00+01:00,Amsterdam-Vondelpark,NO2,28.1,3
2017-01-01 16:00:00+01:00,Amsterdam-Vondelpark,PM25,28.6,4
2017-01-01 16:00:00+01:00,Amsterdam-Vondelpark,PM10,31.7,4
2017-01-01 16:00:00+01:00,Amsterdam-Vondelpark,FN,1.42,2
2017-01-01 16:00:00+01:00,Amsterdam-Vondelpark,O3,10.8,1
2017-01-01 16:00:00+01:00,Amsterdam-Vondelpark,NO,3.2,1
2017-01-01 16:00:00+01:00,Amsterdam-Vondelpark,CO,433.4,2
2017-01-01 17:00:00+01:00,Amsterdam-Vondelpark,NO2,31.7,4
2017-01-01 17:00:00+01:00,Amsterdam-Vondelpark,PM25,19.2,3
2017-01-01 17:00:00+01:00,Amsterdam-Vondelpark,PM10,30.8,4
2017-01-01 17:00:00+01:00,Amsterdam-Vondelpark,FN,1.52,2
2017-01-01 17:00:00+01:00,Amsterdam-Vondelpark,O3,7.1,1
2017-01-01 17:00:00+01:00,Amsterdam-Vondelpark,NO,3.1,1
2017-01-01 17:00:00+01:00,Amsterdam-Vondelpark,CO,466.1,2
2017-01-01 18:00:00+01:00,Amsterdam-Vondelpark,FN,1.62,2
2017-01-01 18:00:00+01:00,Amsterdam-Vondelpark,PM25,37.3,5
2017-01-01 18:00:00+01:00,Amsterdam-Vondelpark,NO,2.4,1
2017-01-01 18:00:00+01:00,Amsterdam-Vondelpark,CO,452.4,2
2017-01-01 18:00:00+01:00,Amsterdam-Vondelpark,PM10,35.3,4
2017-01-01 18:00:00+01:00,Amsterdam-Vondelpark,O3,4.8,1
2017-01-01 18:00:00+01:00,Amsterdam-Vondelpark,NO2,34.0,4
2017-01-01 19:00:00+01:00,Amsterdam-Vondelpark,NO2,39.5,4
2017-01-01 19:00:00+01:00,Amsterdam-Vondelpark,PM25,29.5,4
2017-01-01 19:00:00+01:00,Amsterdam-Vondelpark,PM10,37.9,4
2017-01-01 19:00:00+01:00,Amsterdam-Vondelpark,FN,1.73,2
2017-01-01 19:00:00+01:00,Amsterdam-Vondelpark,O3,1.3,1
2017-01-01 19:00:00+01:00,Amsterdam-Vondelpark,NO,6.1,1
2017-01-01 19:00:00+01:00,Amsterdam-Vondelpark,CO,471.8,2
2017-01-01 20:00:00+01:00,Amsterdam-Vondelpark,NO2,39.5,4
2017-01-01 20:00:00+01:00,Amsterdam-Vondelpark,PM25,33.3,5
2017-01-01 20:00:00+01:00,Amsterdam-Vondelpark,PM10,37.8,4
2017-01-01 20:00:00+01:00,Amsterdam-Vondelpark,FN,1.7,2
2017-01-01 20:00:00+01:00,Amsterdam-Vondelpark,O3,0.9,1
2017-01-01 20:00:00+01:00,Amsterdam-Vondelpark,NO,6.8,1
2017-01-01 20:00:00+01:00,Amsterdam-Vondelpark,CO,464.5,2
2017-01-01 21:00:00+01:00,Amsterdam-Vondelpark,NO2,39.0,4
2017-01-01 21:00:00+01:00,Amsterdam-Vondelpark,PM25,41.6,6
2017-01-01 21:00:00+01:00,Amsterdam-Vondelpark,PM10,41.0,4
2017-01-01 21:00:00+01:00,Amsterdam-Vondelpark,FN,1.69,2
2017-01-01 21:00:00+01:00,Amsterdam-Vondelpark,O3,0.8,1
2017-01-01 21:00:00+01:00,Amsterdam-Vondelpark,NO,7.5,1
2017-01-01 21:00:00+01:00,Amsterdam-Vondelpark,CO,488.1,2
2017-01-01 22:00:00+01:00,Amsterdam-Vondelpark,PM25,31.0,5
2017-01-01 22:00:00+01:00,Amsterdam-Vondelpark,FN,1.55,2
2017-01-01 22:00:00+01:00,Amsterdam-Vondelpark,NO,6.9,1
2017-01-01 22:00:00+01:00,Amsterdam-Vondelpark,CO,480.9,2
2017-01-01 22:00:00+01:00,Amsterdam-Vondelpark,PM10,32.3,4
2017-01-01 22:00:00+01:00,Amsterdam-Vondelpark,O3,0.9,1
2017-01-01 22:00:00+01:00,Amsterdam-Vondelpark,NO2,38.0,4
2017-01-01 23:00:00+01:00,Amsterdam-Vondelpark,FN,1.59,2
2017-01-01 23:00:00+01:00,Amsterdam-Vondelpark,PM25,29.0,4
2017-01-01 23:00:00+01:00,Amsterdam-Vondelpark,NO,12.3,2
2017-01-01 23:00:00+01:00,Amsterdam-Vondelpark,CO,504.6,3
2017-01-01 23:00:00+01:00,Amsterdam-Vondelpark,PM10,31.1,4
2017-01-01 23:00:00+01:00,Amsterdam-Vondelpark,O3,0.8,1
2017-01-01 23:00:00+01:00,Amsterdam-Vondelpark,NO2,39.2,4
2017-01-02 00:00:00+01:00,Amsterdam-Vondelpark,NO2,38.8,4
2017-01-02 00:00:00+01:00,Amsterdam-Vondelpark,PM25,27.6,4
2017-01-02 00:00:00+01:00,Amsterdam-Vondelpark,PM10,24.8,3
2017-01-02 00:00:00+01:00,Amsterdam-Vondelpark,FN,1.92,2
2017-01-02 00:00:00+01:00,Amsterdam-Vondelpark,O3,0.8,1
2017-01-02 00:00:00+01:00,Amsterdam-Vondelpark,NO,25.2,3
2017-01-02 00:00:00+01:00,Amsterdam-Vondelpark,CO,563.6,3
