tijdstip,locatie,component,waarde,LKI
2016-01-01 21:00:00+01:00,Amsterdam-Vondelpark,NOx,17,
2016-01-01 21:00:00+01:00,Amsterdam-Vondelpark,PM25,38.1,5
2016-01-01 21:00:00+01:00,Amsterdam-Vondelpark,PM10,42.6,4
2016-01-01 22:00:00+01:00,Amsterdam-Vondelpark,NO2,25.1,3
2016-01-01 22:00:00+01:00,Amsterdam-Vondelpark,FN,1.25,2
2016-01-01 22:00:00+01:00,Amsterdam-Vondelpark,O3,15.5,2
2016-01-01 22:00:00+01:00,Amsterdam-Vondelpark,NO,2.3,1
2016-01-01 22:00:00+01:00,Amsterdam-Vondelpark,CO,372.9,2
2016-01-01 22:00:00+01:00,Amsterdam-Vondelpark,NOx,18.7,
2016-01-01 22:00:00+01:00,Amsterdam-Vondelpark,PM25,33.5,5
2016-01-01 22:00:00+01:00,Amsterdam-Vondelpark,PM10,45.5,5
2016-01-01 23:00:00+01:00,Amsterdam-Vondelpark,NO2,27.3,3
2016-01-01 23:00:00+01:00,Amsterdam-Vondelpark,FN,1.26,2
2016-01-01 23:00:00+01:00,Amsterdam-Vondelpark,O3,12.6,1
2016-01-01 23:00:00+01:00,Amsterdam-Vondelpark,NO,2.1,1
2016-01-01 23:00:00+01:00,Amsterdam-Vondelpark,CO,392.5,2
2016-01-01 23:00:00+01:00,Amsterdam-Vondelpark,NOx,20,
2016-01-01 23:00:00+01:00,Amsterdam-Vondelpark,PM25,29.3,4
2016-01-01 23:00:00+01:00,Amsterdam-Vondelpark,PM10,38.9,4
2016-01-02 00:00:00+01:00,Amsterdam-Vondelpark,NO2,25.1,3
2016-01-02 00:00:00+01:00,Amsterdam-Vondelpark,FN,1.16,2
2016-01-02 00:00:00+01:00,Amsterdam-Vondelpark,O3,15.6,2
2016-01-02 00:00:00+01:00,Amsterdam-Vondelpark,NO,1.6,1
2016-01-02 00:00:00+01:00,Amsterdam-Vondelpark,CO,371.7,2
2016-01-02 00:00:00+01:00,Amsterdam-Vondelpark,NOx,18,
2016-01-02 00:00:00+01:00,Amsterdam-Vondelpark,PM25,21.5,4
2016-01-02 00:00:00+01:00,Amsterdam-Vondelpark,PM10,34.9,4
